Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
D8:68:C3:C1:E5:51,67/70,-43,"AndroidAP",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
24:A4:3C:FE:13:88,27/70,-83,"slon-AER tel 888084818",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
74:AC:B9:C2:A7:D8,26/70,-84,"Xiaomi_E225",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
30:93:BC:94:A5:05,32/70,-78,"Orange_Swiatlowod_A500",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
80:2A:A8:7E:A6:B4,27/70,-83,"bestnet3-wf-airmax.pl-717170530",5.7,140,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
E8:DE:27:4A:D8:D0,24/70,-86,"TP-LINK_2.4GHz_4AD8D0",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
72:AC:B9:C1:A7:D8,31/70,-79,"",2.442,7,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
30:93:BC:94:A5:00,33/70,-77,"Orange_Swiatlowod_A500",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
7A:AC:B9:C2:A7:D8,27/70,-83,"",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
A8:5E:45:94:0F:A0,34/70,-76,"HomeOnly",2.427,4,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
20:83:F8:4E:F7:64,31/70,-79,"NETIASPOT-2.4GHz-4EF760",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
10:5A:F7:AF:8C:6C,27/70,-83,"NETIASPOT-2.4GHz-AF8C69",2.452,9,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
7C:10:C9:62:42:BC,19/70,-91,"gs_test_5G",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
B8:69:F4:3B:44:E0,25/70,-85,"MikroTik_5GHz",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
84:16:F9:AD:8B:F6,38/70,-72,"TP-LINK_AD8BF7",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
AC:22:05:61:05:93,36/70,-74,"UPC233C146",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
B0:BE:76:6C:06:2D,25/70,-85,"ASUSsajsCAN",2.467,12,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
74:AC:B9:C1:A7:D8,40/70,-70,"Xiaomi_E225",2.442,7,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
AC:22:05:61:05:D1,33/70,-77,"UPC233C146",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
AE:22:15:61:05:D1,33/70,-77,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.131,17.0445
10:5A:F7:AE:34:74,25/70,-85,"NETIASPOT-5GHz-AE346D",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
F8:AB:05:7B:8C:08,30/70,-80,"FunBox2-8C08",2.447,8,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
AC:F8:CC:3D:5D:3F,28/70,-82,"UPC0993058",5.62,124,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
78:44:76:A3:15:6C,46/70,-64,"784476A3156C",2.412,1,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
3C:84:6A:1B:01:42,24/70,-86,"Midki",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
42:84:6A:1B:01:42,33/70,-77,"",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.131,17.0445
10:5A:F7:AF:8C:70,27/70,-83,"NETIASPOT-5GHz-AF8C69",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
7C:10:C9:62:42:B8,29/70,-81,"gs_test",2.457,10,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.131,17.0445
18:E8:29:36:99:20,20/70,-90,"bestnet2-wko-airmax.pl-717170530",5.58,116,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.131,17.0445
