Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
D8:68:C3:C1:E5:51,66/70,-49.3333,"AndroidAP",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1301,17.0426
CA:2C:4F:95:9C:E7,25/70,-85,"HiSmart-01-ca2c4f959ce7",2.422,3,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.1301,17.0426
36:2C:94:C4:3D:85,36/70,-74.6667,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1301,17.0426
34:2C:C4:C4:3D:A1,33/70,-79,"UPC8021556",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1301,17.0426
0C:52:03:07:CF:66,29/70,-81,"AGM X3",2.437,6,[ 1 2 5.5 11 11 ],Mb,s;,51.1301,17.0426
F4:91:1E:6A:2E:08,30/70,-80,"1e6a2e08",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1301,17.0426
60:14:66:3F:C3:42,37/70,-73,"SIEC-WROCLAW",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1301,17.0426
6E:FF:7B:25:F9:1A,29/70,-81,"",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1301,17.0426
68:FF:7B:25:F9:1A,29/70,-79,"freak",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1301,17.0426
24:A4:3C:FE:13:88,27/70,-85,"slon-AER tel 888084818",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1301,17.0426
B0:5A:DA:78:71:80,31/70,-80.3333,"DIRECT-7F-HP DeskJet 3630 series",2.472,13,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1301,17.0426
98:42:65:E3:B5:20,29/70,-81,"Orange_Swiatlowod_B520",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1301,17.0426
68:FF:7B:26:03:DB,27/70,-80,"freak",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1301,17.0426
5C:C3:07:29:10:30,35/70,-76.3333,"WLAN1-H81J49",2.457,10,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1301,17.0426
50:C7:BF:2A:83:B2,30/70,-78,"GRINGO 5G",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1301,17.0426
68:FF:7B:E4:06:02,18/70,-92,"TP-Link_0604_5G",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1301,17.0426
FA:8F:CA:51:67:92,27/70,-83,"[AV] Samsung Soundbar Q700A.l081",2.437,6,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1301,17.0426
