Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
D8:68:C3:C1:E5:51,52/70,-46.2,"AndroidAP",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1299,17.0416
CA:2C:4F:95:9C:E7,28/70,-80.8333,"HiSmart-01-ca2c4f959ce7",2.422,3,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.1299,17.0416
D4:F8:29:87:68:50,35/70,-75,"BOMBAJ",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1299,17.0416
34:2C:C4:C4:3D:85,31/70,-81,"UPC8021556",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0416
36:2C:94:C4:3D:85,31/70,-83.8333,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0416
D4:F8:29:87:68:55,41/70,-69,"BOMBAJ",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0416
AC:F8:CC:20:E7:AA,23/70,-87,"UPC3301663",5.62,124,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0416
6C:60:EB:87:82:3D,32/70,-78,"Korbank-internet-c4f5_2.4GHz",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1299,17.0416
00:12:2A:B8:B2:D8,27/70,-83,"NETIASPOT-B8B2D0",2.442,7,[ 1 2 5.5 11 11 ],Mb,s;,51.1299,17.0416
36:2C:94:33:1B:C5,33/70,-77,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0416
2C:4D:54:75:B2:DC,29/70,-81,"Buu_5Ghz",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0416
34:2C:C4:33:1B:8C,34/70,-76,"UPC9995925",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0416
68:02:B8:90:9E:E7,27/70,-83,"UPC7422018",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0416
60:32:B1:16:73:1B,31/70,-80.75,"TP-Link_731B",2.427,4,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0416
AC:F8:CC:86:3A:6A,30/70,-80,"UPC7579880",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0416
8C:5B:F0:F0:93:EA,20/70,-90,"UPC507106965",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0416
24:A4:3C:FE:13:88,34/70,-80.4,"slon-AER tel 888084818",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0416
