Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
2C:4D:54:75:B2:D8,25/70,-85,"Buu_2.4GHz",2.457,10,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
34:2C:C4:D8:77:C9,26/70,-84,"Internet UPC",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
36:2C:94:D8:77:C9,29/70,-81,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
86:25:19:74:21:DD,27/70,-83,"DIRECT-loM2020 Series",2.462,11,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
88:AC:C0:80:2C:81,23/70,-87,"ZyXEL802C80",2.472,13,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
AC:F8:CC:86:3A:6A,29/70,-80.6667,"UPC7579880",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
8C:5B:F0:F0:93:EA,24/70,-86.3333,"UPC507106965",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
24:A4:3C:FE:13:88,29/70,-78.3333,"slon-AER tel 888084818",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
80:2A:A8:7E:A6:B4,18/70,-92,"bestnet3-wf-airmax.pl-717170530",5.7,140,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
20:83:F8:4A:28:00,24/70,-85.3333,"NETIASPOT-5GHz-4A27F8",5.26,52,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
C0:25:2F:3F:2A:A8,28/70,-82,"MERCUSYS_2AA6_5G",5.24,48,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
78:98:E8:59:24:F7,19/70,-91,"dlink-24F5",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
84:16:F9:BB:10:30,26/70,-84,"OficjalnaSie\xC4\x87Lucyfera",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
14:4D:67:0A:F1:64,33/70,-78.6667,"Korbank-2.4G-144D670AF160",2.412,1,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1298,17.0415
BC:E9:2F:4A:AD:BF,32/70,-81.6667,"DIRECT-BD-HP DeskJet 2700 series",2.447,8,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
18:D6:C7:BB:B0:B3,23/70,-87,"TP-LINK_B0B3",2.457,10,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
5A:AC:C0:80:2C:83,28/70,-86.6667,"pralniaspeed",2.472,13,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
A8:E5:44:D3:CD:AA,29/70,-85,"PLAY INTERNET 4G LTE-CDAA",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
C8:3A:35:50:1C:58,22/70,-88,"Kociarnia",2.432,5,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
08:BD:43:64:72:2E,23/70,-87.6667,"pronajem",2.447,8,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1298,17.0415
34:2C:C4:5A:89:FE,25/70,-85,"UPC6310644",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
E4:BE:ED:DC:85:15,22/70,-88,"korbank5g",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
F4:91:1E:D3:CE:41,32/70,-78,"1ed3ce41",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1298,17.0415
68:02:B8:90:9E:EB,29/70,-82,"UPC7422018",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
6A:02:98:90:9E:EB,27/70,-83,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
8C:59:C3:77:F5:C4,21/70,-89,"NETIASPOT-5GHz-77F5BC",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
24:7F:20:5C:3D:B3,39/70,-71,"FunBox2-3DB3",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
84:16:F9:BB:10:31,22/70,-88,"OficjalnaSiecJezusaChrystusa",2.427,4,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
CC:2D:21:2C:01:31,21/70,-89,"Penthouse WiFi",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1298,17.0415
60:A4:B7:D7:6E:16,21/70,-88,"Maszt 2.4G 300% mocy",2.452,9,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
62:A4:B7:A7:6E:16,21/70,-89,"",2.452,9,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
08:7E:64:2E:23:25,22/70,-86,"Vectra-WiFi-2E2320",2.447,8,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
00:12:2A:6A:E7:18,26/70,-84,"NETIASPOT-6AE710",2.472,13,[ 1 2 5.5 11 11 ],Mb,s;,51.1298,17.0415
20:83:F8:4A:27:FC,29/70,-81.6667,"NETIASPOT-2.4GHz-4A27F8",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
7C:9A:54:0E:C8:3D,26/70,-84,"2.4G-Vectra-WiFi-0EC838",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
AC:22:05:C7:DB:46,28/70,-82,"UPC9BAF31C",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
AE:22:15:C7:DB:46,26/70,-85.3333,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
20:83:F8:10:9F:7C,24/70,-86,"NETIASPOT-2.4GHz-109F78",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
00:12:2A:9F:51:B8,23/70,-87,"NETIASPOT-9F51B0",2.457,10,[ 1 2 5.5 11 11 ],Mb,s;,51.1298,17.0415
08:7E:64:2E:23:27,25/70,-85.5,"Vectra-WiFi-2E2320-5G",5.28,56,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
A0:EC:F9:AC:73:48,24/70,-86,"E.Leclerc Free WiFi",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],NoInfo,NoInfo,51.1298,17.0415
3C:84:6A:1B:01:42,22/70,-87,"Midki",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1298,17.0415
00:25:CA:45:5C:95,30/70,-80,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
1C:3B:F3:3F:29:16,23/70,-87,"TP-Link_2916",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
34:7A:60:8D:4D:2A,28/70,-82,"UPC240433779",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
8C:5B:F0:F0:93:E9,24/70,-86,"UPC247106965",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
3A:43:1D:8B:7D:BB,21/70,-89,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1298,17.0415
E8:D2:FF:F0:3E:C4,29/70,-81,"Orange_Swiatlowod_3EC0",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1298,17.0415
AC:F8:CC:86:3A:69,33/70,-77,"UPC7579880",2.462,11,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1298,17.0415
