Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
D8:68:C3:C1:E5:51,70/70,-39,"AndroidAP",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0431
34:2C:C4:C4:3D:A1,29/70,-81,"UPC8021556",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
F4:91:1E:6A:2E:08,36/70,-74,"1e6a2e08",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1306,17.0431
24:A4:3C:FE:13:88,32/70,-78,"slon-AER tel 888084818",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
36:2C:94:E7:50:60,30/70,-80,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
34:2C:C4:E7:50:60,31/70,-79,"UPC1024805",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
34:2C:C4:73:26:25,39/70,-71,"UPC4258472",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
E4:C0:E2:0D:7E:20,22/70,-88,"Orange_Swiatlowod_7E20",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
34:2C:C4:73:25:F8,36/70,-74,"UPC4258472",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
36:2C:94:73:26:25,29/70,-81,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
C0:3C:04:3B:A7:B0,24/70,-86,"Orange_Swiatlowod_A7B0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
5C:03:39:D4:11:82,21/70,-89,"PLAY INTERNET 4G LTE-5G-1180",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
34:2C:C4:B4:EB:F3,29/70,-81,"UPC0591864",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
60:32:B1:16:73:1A,23/70,-87,"TP-Link_731B_5G",5.24,48,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
60:32:B1:16:73:1B,30/70,-80,"TP-Link_731B",2.427,4,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
84:A1:D1:D1:FC:B5,23/70,-87,"Orange_Swiatlowod_FCB0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
80:2A:A8:7E:A6:B4,22/70,-88,"bestnet3-wf-airmax.pl-717170530",5.7,140,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
92:5C:14:98:D8:5C,31/70,-79,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
10:27:F5:61:7F:74,28/70,-82,"SkyNet!",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0431
16:27:F5:61:7F:74,31/70,-79,"",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1306,17.0431
34:2C:C4:C0:76:9E,33/70,-77,"UPC5316311",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
08:26:97:CD:44:DF,23/70,-87,"ZyXELCD44DE",2.427,4,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0431
C4:E9:84:F9:40:D6,34/70,-76,"2156277005969",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.1306,17.0431
24:F2:7F:71:A5:40,25/70,-85,"17230h",2.472,13,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0431
24:F2:7F:71:A5:41,23/70,-87,"wifi380A",2.472,13,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0431
24:F2:7F:71:A5:42,26/70,-84,"iPad",2.472,13,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0431
34:2C:C4:E7:7F:AF,24/70,-86,"FORZA LAZIO!5GHz",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1306,17.0431
36:2C:94:E8:73:37,28/70,-82,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
00:9A:CD:6B:F1:6E,31/70,-79,"HUAWEI-B315-F16E",2.422,3,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1306,17.0431
36:2C:94:C4:3D:85,20/70,-90,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
F4:28:53:7D:D7:04,33/70,-77,"Korbank-DD704",2.452,9,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
D4:5D:64:86:98:48,37/70,-73,"ASUS_48_2G",2.457,10,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1306,17.0431
