Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
D8:68:C3:C1:E5:51,57/70,-45.6667,"AndroidAP",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1304,17.0429
68:FF:7B:25:F9:1B,23/70,-87,"freak",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
34:2C:C4:C4:3D:A1,27/70,-85.6667,"UPC8021556",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
78:44:76:BC:2F:5C,22/70,-88,"784476BC2F5C",2.472,13,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1304,17.0429
F4:91:1E:6A:2E:08,34/70,-76.6667,"1e6a2e08",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1304,17.0429
6E:FF:7B:25:F9:1A,27/70,-83,"",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1304,17.0429
68:FF:7B:25:F9:1A,33/70,-77,"freak",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1304,17.0429
24:A4:3C:FE:13:88,40/70,-71.3333,"slon-AER tel 888084818",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
36:2C:94:E7:50:60,25/70,-80,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
00:D0:CB:F7:4D:82,30/70,-80,"FineMedia1985",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1304,17.0429
34:2C:C4:E7:50:60,25/70,-80.6667,"UPC1024805",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
24:F2:7F:71:41:C0,22/70,-88,"17230h",2.447,8,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1304,17.0429
24:F2:7F:71:41:C1,21/70,-89,"wifi380A",2.447,8,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1304,17.0429
34:2C:C4:73:26:25,38/70,-74.6667,"UPC4258472",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
E4:C0:E2:0D:7E:20,20/70,-89.6667,"Orange_Swiatlowod_7E20",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
34:2C:C4:73:25:F8,29/70,-79.6667,"UPC4258472",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
36:2C:94:73:26:25,37/70,-74.3333,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
34:0A:33:B1:15:0B,35/70,-75,"dlink-150A",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
C0:3C:04:3B:A7:B0,27/70,-84.3333,"Orange_Swiatlowod_A7B0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
5C:03:39:D4:11:82,21/70,-89,"PLAY INTERNET 4G LTE-5G-1180",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
34:2C:C4:B4:EB:F3,25/70,-82.3333,"UPC0591864",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
80:2A:A8:7C:BC:1D,24/70,-86,"bestnet4-wf-airmax.pl-717170530",5.66,132,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
E8:D2:FF:5E:0B:A0,23/70,-87,"Orange_Swiatlowod_0BA0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
34:2C:C4:E7:50:A7,27/70,-83,"UPC1024805",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
90:5C:44:72:56:C9,23/70,-87,"Dom_Kitkow",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
34:0A:33:B0:F8:02,29/70,-81,"dlink-F800",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
34:0A:33:B0:F8:01,25/70,-85,"dlink-F800",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
60:32:B1:16:73:1B,40/70,-78.6667,"TP-Link_731B",2.427,4,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
D2:21:F9:97:FB:89,40/70,-70,"WCO_FREE",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],NoInfo,NoInfo,51.1304,17.0429
36:2C:94:33:1B:C5,23/70,-87,"Wi-Free #InternetUPCNajszybszy",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
84:A1:D1:D1:FC:B5,23/70,-87.3333,"Orange_Swiatlowod_FCB0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
AC:22:05:AD:07:0D,26/70,-84,"UPCC6CB72E",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
34:0A:33:7E:4A:A8,24/70,-86,"dlink-4AA6",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
80:2A:A8:7E:A6:B4,23/70,-87,"bestnet3-wf-airmax.pl-717170530",5.7,140,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
5C:03:39:D4:11:80,25/70,-85,"PLAY INTERNET 4G LTE-1180",2.452,9,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1304,17.0429
68:FF:7B:E4:06:02,17/70,-93,"TP-Link_0604_5G",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1304,17.0429
F4:91:1E:C4:58:7D,24/70,-86,"1ec4587d",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1304,17.0429
90:5C:44:98:D8:5C,29/70,-81,"UPC4785A9E",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
92:5C:14:98:D8:5C,32/70,-78.6667,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1304,17.0429
10:27:F5:61:7F:74,29/70,-82,"SkyNet!",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1304,17.0429
