Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
D8:68:C3:C1:E5:51,66/70,-46.5,"AndroidAP",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1299,17.0412
CA:2C:4F:95:9C:E7,31/70,-82.6667,"HiSmart-01-ca2c4f959ce7",2.422,3,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.1299,17.0412
34:BA:9A:39:19:90,36/70,-78.5,"Internet_Domowy_391990",2.457,10,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0412
10:D0:7A:BE:39:EB,38/70,-74,"DVR",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1299,17.0412
E8:D2:FF:F0:3E:C0,26/70,-84,"Orange_Swiatlowod_3EC0",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
D4:F8:29:87:68:50,35/70,-75.3333,"BOMBAJ",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1299,17.0412
34:2C:C4:C4:3D:85,30/70,-79.3333,"UPC8021556",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0412
36:2C:94:C4:3D:85,28/70,-80.3333,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0412
6C:21:A2:DC:0D:F6,23/70,-87,"MiVue_0d:f6",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1299,17.0412
AE:22:15:C5:07:09,24/70,-86,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0412
04:D4:C4:C2:3E:44,26/70,-84.6667,"Wazlizka 1",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
E8:D2:FF:F0:3E:C4,25/70,-85,"Orange_Swiatlowod_3EC0",2.437,6,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1299,17.0412
14:4D:67:10:98:60,35/70,-76.6667,"144D67109860",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1299,17.0412
24:A4:3C:FE:13:88,23/70,-87,"slon-AER tel 888084818",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
60:32:B1:16:73:1B,23/70,-87,"TP-Link_731B",2.427,4,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0412
34:2C:C4:48:67:01,26/70,-84.6667,"UPC5488775",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.1299,17.0412
D4:F8:29:87:68:55,27/70,-80.6667,"BOMBAJ",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
A4:9B:4F:85:CA:E9,21/70,-88.3333,"PLAY INTERNET 4G LTE-CAE9",2.442,7,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1299,17.0412
00:12:2A:9F:51:B8,26/70,-84,"NETIASPOT-9F51B0",2.457,10,[ 1 2 5.5 11 11 ],Mb,s;,51.1299,17.0412
6C:BA:B8:49:58:45,22/70,-88,"Orange_5840",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
24:F2:7F:71:A5:50,21/70,-89,"17230h",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
24:F2:7F:71:A5:52,21/70,-89,"iPad",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
60:AA:EF:B8:B1:88,22/70,-89.3333,"WLAN1-73TAHD",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
60:AA:EF:B8:B1:87,30/70,-80,"",2.422,3,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.1299,17.0412
68:FF:7B:E4:06:02,22/70,-88,"TP-Link_0604_5G",5.18,36,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
E4:8D:8C:0A:E1:DF,22/70,-88,"",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1299,17.0412
E6:8D:8C:24:86:45,25/70,-85,"",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1299,17.0412
E6:8D:8C:24:86:44,24/70,-86,"",2.427,4,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1299,17.0412
60:45:CB:93:BF:E8,22/70,-88,"ASUS",2.462,11,[ 1 2 5.5 11 9 6 12 24 48 ],NoInfo,NoInfo,51.1299,17.0412
42:84:6A:1B:01:42,23/70,-87,"",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1299,17.0412
C4:E9:84:F9:40:D6,27/70,-83.5,"2156277005969",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.1299,17.0412
04:D4:C4:C2:3E:40,24/70,-86,"Wazlizka 1",2.462,11,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.1299,17.0412
A0:EC:F9:AC:73:48,27/70,-83,"E.Leclerc Free WiFi",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],NoInfo,NoInfo,51.1299,17.0412
08:7E:64:2E:23:25,22/70,-88,"Vectra-WiFi-2E2320",2.447,8,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.1299,17.0412
3C:84:6A:1B:01:41,24/70,-86,"Midki",5.24,48,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.1299,17.0412
