Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
D8:68:C3:C1:E5:51,60/70,-47.3333,"AndroidAP",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0424
CA:2C:4F:95:9C:E7,30/70,-81.6667,"HiSmart-01-ca2c4f959ce7",2.422,3,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.13,17.0424
68:FF:7B:25:F9:1B,36/70,-73.6667,"freak",5.2,40,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0424
36:2C:94:C4:3D:85,29/70,-80.3333,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0424
34:2C:C4:C4:3D:A1,25/70,-82.3333,"UPC8021556",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0424
B0:E5:ED:65:9C:8C,29/70,-81,"HUAWEI-B525-9C8C",2.457,10,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0424
24:F2:7F:71:A5:41,19/70,-91,"wifi380A",2.472,13,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0424
34:2C:C4:73:26:25,17/70,-93,"UPC4258472",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0424
0C:52:03:07:CF:66,41/70,-66.3333,"AGM X3",2.437,6,[ 1 2 5.5 11 11 ],Mb,s;,51.13,17.0424
78:98:E8:23:10:13,26/70,-84,"UPC4561538",2.437,6,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0424
78:44:76:B9:E2:B8,31/70,-79,"784476B9E2B8",2.452,9,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0424
78:44:76:BC:2F:5C,24/70,-84,"784476BC2F5C",2.472,13,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0424
F4:91:1E:6A:2E:08,23/70,-81.3333,"1e6a2e08",2.412,1,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.13,17.0424
00:D0:CB:F7:4D:82,30/70,-80,"FineMedia1985",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0424
60:14:66:3F:C3:42,39/70,-72.3333,"SIEC-WROCLAW",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0424
20:83:F8:70:9B:FC,22/70,-88,"NETIASPOT-2.4GHz-709BF8",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0424
6E:FF:7B:25:F9:1A,43/70,-69,"",2.457,10,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0424
6C:BA:B8:49:58:45,21/70,-89,"Orange_5840",5.5,100,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0424
