Address,Quality,SignalLevel,SSID,Frequency,Channel,BitRates,Standard,Security,Latitude,Longitude
D8:68:C3:C1:E5:51,65/70,-47.3333,"AndroidAP",2.412,1,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0421
CA:2C:4F:95:9C:E7,23/70,-83,"HiSmart-01-ca2c4f959ce7",2.422,3,[ 1 2 5.5 11 6 24 36 48 54 ],NoInfo,NoInfo,51.13,17.0421
18:E8:29:36:99:20,29/70,-85,"bestnet2-wko-airmax.pl-717170530",5.58,116,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0421
36:2C:94:C4:3D:85,26/70,-83.3333,"Wi-Free #InternetUPCNajszybszy",2.437,6,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0421
A4:9B:4F:85:CA:E9,22/70,-88,"PLAY INTERNET 4G LTE-CAE9",2.442,7,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0421
34:2C:C4:C4:3D:A1,26/70,-84,"UPC8021556",5.22,44,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0421
88:10:8F:11:26:0A,26/70,-84,"SPH",2.427,4,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0421
AC:F8:CC:20:E7:AA,20/70,-90,"UPC3301663",5.62,124,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0421
02:18:A4:50:C6:0F,27/70,-83,"Katarzyna's Galaxy S20 FE",2.412,1,[ 1 2 5.5 11 11 ],Mb,s;,51.13,17.0421
6C:BA:B8:4B:C8:F5,21/70,-89,"Rynsztok",5.54,108,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0421
34:BA:9A:39:19:90,31/70,-79,"Internet_Domowy_391990",2.457,10,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0421
B0:AA:77:F0:EA:68,44/70,-66,"E.Leclerc Free WiFi",2.462,11,[ 1 2 5.5 11 18 6 9 12 48 ],NoInfo,NoInfo,51.13,17.0421
3C:84:6A:1B:01:42,25/70,-85,"Midki",2.432,5,[ 1 2 5.5 11 6 24 36 48 54 ],802.11i,WPA2,51.13,17.0421
B0:E5:ED:65:9C:8C,23/70,-87,"HUAWEI-B525-9C8C",2.457,10,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0421
04:D9:F5:A5:B8:A8,24/70,-86,"ASUS",2.472,13,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0421
F0:E4:A2:6E:10:BC,27/70,-83,"HUAWEI-10BC",2.447,8,[ 1 2 5.5 6 9 24 36 48 54 ],802.11i,WPA2,51.13,17.0421
F8:B4:6A:53:8D:A1,26/70,-84,"DIRECT-A0-HP DeskJet 2600 series",2.412,1,[ 6 9 12 18 24 ],NoInfo,NoInfo,51.13,17.0421
B0:AA:77:F0:EA:60,33/70,-77,"E.Leclerc Free WiFi",2.452,9,[ 1 2 5.5 11 18 6 9 12 48 ],NoInfo,NoInfo,51.13,17.0421
24:F2:7F:71:A5:42,22/70,-88,"iPad",2.472,13,[ 1 2 5.5 11 18 6 9 12 48 ],802.11i,WPA2,51.13,17.0421
34:2C:C4:73:26:25,22/70,-91.3333,"UPC4258472",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0421
36:2C:94:E7:50:60,26/70,-84,"Wi-Free #InternetUPCNajszybszy",2.412,1,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0421
50:D2:F5:07:FF:E6,21/70,-89,"MJ-WiFi",2.417,2,[ 1 2 5.5 11 9 6 12 24 48 ],802.11i,WPA2,51.13,17.0421
